2,4,8,1,0,0,2,0,1
1,1,1,0,0,1,0,0,0
3,7,18,0,1,0,4,1,2
2,2,5,0,1,0,0,1,1
2,1,2,0,0,0,0,0,1
3,4,9,1,0,0,2,1,1
5,4,8,0,0,0,0,1,4
3,9,22,0,1,0,6,4,2
2,3,5,0,0,0,1,0,1
2,3,3,0,0,0,1,0,1
2,2,1,0,0,0,0,0,1
3,5,5,0,0,0,2,0,2
2,2,3,0,0,0,0,0,1
2,2,3,0,0,0,0,1,1
1,4,5,0,0,0,3,1,0
4,5,12,0,1,0,1,1,3
1,1,2,0,1,0,0,0,0
1,1,2,0,1,0,0,0,0
2,2,3,1,1,0,0,0,1
1,4,4,0,0,0,3,0,0
1,2,3,0,0,0,1,0,0
1,2,3,0,0,0,1,0,0
5,7,19,0,0,0,2,2,4
2,2,3,0,0,0,0,0,2
3,3,12,0,0,0,0,3,2
1,1,6,0,0,0,0,1,0
1,2,3,0,1,0,1,0,0
1,2,4,0,0,0,1,1,0
6,8,16,0,0,0,3,3,3
4,5,11,0,0,0,1,1,3
1,2,1,0,0,1,1,0,0
4,5,7,0,0,0,1,1,3
2,2,2,0,0,0,0,0,1
1,2,3,0,0,0,1,1,0
2,2,5,1,0,0,0,0,1
1,1,7,0,1,0,0,1,0
2,2,2,0,0,0,0,0,1
2,2,4,0,0,0,0,1,1
2,2,4,0,0,0,0,1,1
2,2,2,1,0,0,1,0,0
2,2,2,0,0,0,0,0,1
4,5,26,0,0,0,1,1,3
4,5,9,0,0,0,2,0,1
4,6,11,0,2,0,2,0,3
2,3,5,0,1,0,1,0,1
2,2,3,1,0,0,0,0,1
1,3,2,0,0,0,2,0,0
1,1,3,1,1,0,0,1,0
1,5,14,0,0,1,4,2,0
1,2,8,0,0,1,1,3,0
1,2,5,0,1,0,1,1,0
1,4,4,0,1,0,3,0,0
1,4,4,0,0,0,3,0,0
1,4,5,0,1,0,3,0,0
1,2,3,0,0,0,1,1,0
1,4,5,0,0,0,3,0,0
3,9,18,0,0,1,6,2,2
1,3,3,0,0,0,2,0,0
1,3,3,0,0,1,2,0,0
1,5,6,0,1,1,4,0,0
2,2,2,0,0,1,1,0,0
1,4,4,0,0,0,3,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,7,11,0,1,0,6,1,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,3,0,0,0,1,0,0
1,3,3,0,0,0,2,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,6,13,0,1,0,5,1,0
1,2,4,0,0,0,1,0,0
2,3,5,0,1,0,1,0,1
2,3,6,0,1,0,1,0,1
1,2,3,0,0,0,1,0,0
2,2,4,0,1,0,0,0,1
2,2,5,0,1,0,0,0,1
1,2,4,0,0,0,1,0,0
1,6,13,0,1,0,5,1,0
1,2,2,0,0,0,1,0,0
1,2,3,0,0,0,1,0,0
2,1,1,0,1,0,0,0,0
1,7,11,0,1,0,6,1,0
1,7,12,0,1,0,6,1,0
2,2,8,0,2,0,1,1,0
2,2,7,0,2,0,1,0,0
2,2,8,0,2,0,1,0,0
2,2,8,0,2,0,1,0,0
2,2,9,0,2,0,1,1,0
2,2,8,0,2,0,1,0,0
1,7,11,0,1,0,6,0,0
1,7,12,0,1,0,6,1,0
1,7,11,0,1,0,6,1,0
1,7,12,0,1,0,6,1,0
2,2,8,0,2,0,1,1,0
1,7,12,0,1,0,6,1,0
1,3,3,0,0,0,2,0,0
1,4,5,0,0,0,3,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,3,3,0,0,0,2,0,0
1,7,11,0,1,0,6,0,0
2,2,9,0,2,0,1,1,0
1,7,11,0,1,0,6,0,0
1,2,1,0,0,0,1,0,0
1,3,3,0,0,0,2,0,0
1,2,3,0,0,0,1,0,0
1,5,6,0,0,0,4,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,5,6,0,0,0,4,0,0
1,5,6,0,1,1,4,0,0
4,6,16,0,1,1,3,1,3
2,6,15,0,1,1,4,1,1
2,6,15,0,1,1,4,1,1
3,6,16,0,1,1,4,1,2
4,8,19,0,1,2,5,1,3
4,8,19,0,1,2,5,1,3
3,6,16,0,1,1,4,1,2
1,2,2,0,0,0,1,0,0
1,5,6,0,1,0,4,0,0
1,2,3,0,1,0,1,1,0
1,2,2,0,1,0,1,0,0
1,2,2,0,1,0,1,0,0
1,2,4,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
2,1,3,0,1,1,0,2,0
2,1,3,0,1,1,0,2,0
2,1,4,0,1,1,0,2,0
2,1,4,0,1,1,0,2,0
2,1,3,0,1,1,0,2,0
2,1,3,0,1,1,0,2,0
2,1,5,0,1,1,0,3,0
2,1,3,0,1,1,0,2,0
2,1,3,0,1,1,0,2,0
2,1,3,0,1,1,0,2,0
2,1,3,0,0,1,0,2,0
2,1,4,0,1,1,0,2,0
2,1,9,0,1,1,0,7,0
2,1,3,0,1,1,0,2,0
1,2,4,0,0,0,1,0,0
2,1,4,0,1,1,0,2,0
2,1,3,0,1,1,0,2,0
2,1,3,0,1,1,0,2,0
2,1,4,0,1,1,0,2,0
2,1,7,0,1,1,0,5,0
2,4,4,1,0,0,3,0,0
1,1,1,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
2,4,5,1,0,0,3,0,0
2,4,5,1,0,0,3,0,0
2,4,5,1,0,0,3,0,0
2,2,2,1,0,0,1,0,0
1,2,6,0,0,0,1,0,0
2,1,2,0,1,0,0,0,0
1,2,6,0,0,0,1,0,0
1,2,6,0,0,0,1,0,0
1,3,5,0,0,0,2,0,0
1,4,7,0,0,0,3,0,0
1,3,5,0,0,0,2,0,0
1,4,8,0,0,0,3,2,0
1,1,1,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
1,2,1,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,3,2,0,0,0,2,0,0
1,3,3,0,0,0,2,0,0
1,2,3,0,1,1,1,0,0
1,2,2,0,0,0,1,0,0
1,2,2,0,0,0,1,0,0
1,2,3,0,0,0,1,0,0
1,3,4,0,0,1,2,0,0
1,21,21,0,0,1,20,0,0
1,4,6,0,1,1,3,0,0
1,4,5,0,1,1,3,0,0
1,21,23,0,0,1,20,0,0
1,4,5,0,1,1,3,0,0
1,21,24,0,0,1,20,0,0
1,4,5,0,1,1,3,0,0
1,3,4,0,0,1,2,0,0
1,20,21,0,1,1,19,0,0
1,5,10,0,0,0,4,0,0
1,20,25,0,1,1,19,0,0
1,4,7,0,0,1,3,0,0
2,7,16,1,0,1,5,2,1
2,1,1,0,1,0,0,0,0
1,2,2,0,0,0,1,0,0
2,1,0,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0
1,2,2,0,0,0,1,0,0
2,1,1,0,1,0,0,0,0
2,1,1,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0
2,1,1,0,1,0,0,0,0
2,1,1,0,1,0,0,0,0
2,7,16,1,0,1,5,2,1
2,1,1,0,1,0,0,0,0
2,1,1,0,1,0,0,0,0
2,1,1,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0
1,1,2,0,0,0,0,1,0
1,1,0,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0
2,1,1,0,1,0,0,0,0
1,2,3,0,0,0,1,0,0
2,1,1,0,1,0,0,0,0
2,1,1,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0
